date,close_raw,total_mv,total_shares,pe_ttm,pe_static
2025-04-22,16.91,76128578508.29,4501985719,-11.36090188,-10.81562757
2025-04-23,17.01,76578777080.19,4501985719,-11.4280864,-10.87958752
2025-04-24,16.8,75633360079.2,4501985719,-11.28699891,-10.74527162
2025-04-25,16.66,75003082078.54,4501985719,-11.19294059,-10.65572769
2025-04-28,16.6,74732962935.4,4501985719,-11.15262988,-10.61735172
2025-04-29,16.31,73427387076.89,4501985719,-10.95779478,-10.43186787
2025-04-30,16.31,73427387076.89,4501985719,-8.30178542,-10.43186787
2025-05-06,16.63,74868022506.97,4501985719,-8.46466533,-10.63653971
2025-05-07,16.7,75183161507.3,4501985719,-8.50029531,-10.68131167
2025-05-08,16.9,76083558651.1,4501985719,-8.60209526,-10.80923157
2025-05-09,16.5,74282764363.5,4501985719,-8.39849537,-10.55339177
2025-05-12,17.06,76803876366.14,4501985719,-8.68353521,-10.91156749
2025-05-13,18.35,82611437943.65,4501985719,-9.34014485,-11.73665085
2025-05-14,17.79,80090325941.01,4501985719,-9.05510501,-11.37847513
2025-05-15,17.2,77434155846.0,4501985805,-8.75479534,-11.00111163
2025-05-16,17.22,77524195562.1,4501985805,-8.76497533,-11.01390363
2025-05-19,16.98,76443718968.9,4501985805,-8.6428154,-10.86039974
2025-05-20,17.15,77209056555.75,4501985805,-8.72934535,-10.96913166
2025-05-21,17.18,77344116129.9,4501985805,-8.74461534,-10.98831964
2025-05-22,16.99,76488738826.95,4501985805,-8.6479054,-10.86679574
2025-05-23,16.84,75813440956.2,4501985805,-8.57155544,-10.77085581
2025-05-26,17.13,77119016839.65,4501985805,-8.71916536,-10.95633967
2025-05-27,16.95,76308659394.75,4501985805,-8.62754541,-10.84121176
2025-05-28,16.88,75993520388.4,4501985805,-8.59191543,-10.79643979
2025-05-29,17.0,76533758685.0,4501985805,-8.65299539,-10.87319173
2025-05-30,16.29,73337348763.45,4501985805,-8.29160559,-10.41907608
